duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score,,,,100£»1,10£»1,1£»1,1£»10,1£»100,1£»1000
2:27:14,112500,0.062986433,4117.654891,1000,35.4230403,,,,4117.654891,4227.357171,4112.0927,4379.658351,4397.809003,3929.869225
2:28:15,112600,0.064063321,4656.434997,1000,39.7627289,,,,4656.434997,4088.955754,4968.125227,4166.30118,4816.306977,4127.507895
2:29:16,112700,0.063390441,4725.531559,1000,40.31927796,,,,4725.531559,4534.952648,3448.034178,4805.407931,4512.593129,4751.590178
2:30:17,112800,0.062218145,4006.392657,1000,34.52686125,,,,4006.392657,4534.107871,4691.11411,4802.394244,4255.507887,4192.174982
2:31:17,112900,0.062993061,4481.304496,1000,38.3521129,,,,4481.304496,4701.291288,4600.25678,3654.998305,4927.198959,4883.600574
2:32:19,113000,0.062782329,4857.46194,1000,41.38193185,,,,4857.46194,4503.351635,4817.764337,4021.013884,4966.178481,4406.995623
2:33:22,113100,0.061893772,4699.968994,1000,40.11338029,,,,4699.968994,4540.176373,4088.85371,3823.879301,4637.352463,4973.643109
2:34:22,113200,0.060712984,4596.44175,1000,39.27950392,,,,4596.44175,3927.143127,4770.035179,4812.249933,4558.293447,4890.115805
2:35:23,113300,0.061088541,3579.407138,1000,31.08763962,,,,3579.407138,4389.871291,4142.587471,4677.469488,3959.097855,3635.265391
2:36:23,113400,0.061484144,4959.389494,1000,42.20292326,,,,4959.389494,4655.346333,4395.76893,4604.274639,4477.08018,4452.09667
2:37:26,113500,0.061396112,4792.272719,1000,40.85685508,,,,4792.272719,3650.370562,4620.857326,4973.341024,4764.341116,4120.874757
2:38:28,113600,0.060346707,4533.618174,1000,38.7734816,,,,4533.618174,4702.518205,3667.007611,4853.953417,4743.87613,4900.030002
2:39:28,113700,0.060791073,3750.759953,1000,32.46782766,,,,3750.759953,4662.365262,4572.315841,4141.631504,3741.859593,4245.952733
2:40:29,113800,0.061603609,4864.825738,1000,41.44124471,,,,4864.825738,4885.9171,4974.617312,4939.249756,4733.15411,4824.896146
2:41:30,113900,0.060841616,4220.399882,1000,36.2506159,,,,4220.399882,4976.090527,4476.758875,4394.687455,4463.981945,4985.578687
2:42:32,114000,0.060168945,4680.312034,1000,39.95505023,,,,4680.312034,4515.641259,4586.651359,4048.615385,4430.14403,4256.893972
2:43:34,114100,0.060095038,3979.916787,1000,34.31360721,,,,3979.916787,4908.526954,3819.026815,4380.28606,4418.508452,4556.067393
2:44:35,114200,0.060206312,4533.447699,1000,38.77210849,,,,4533.447699,4449.932476,4447.251405,4805.437867,4523.972841,4753.448839
2:45:35,114300,0.059549787,4255.257715,1000,36.53138376,,,,4255.257715,3200.58016,4451.860001,4438.212557,4625.933074,4506.470198
2:46:36,114400,0.059770022,4942.887926,1000,42.07000881,,,,4942.887926,4694.60515,4878.512905,4097.572569,4729.762223,4256.209868
2:47:38,114500,0.059488919,4891.049262,1000,41.65246618,,,,4891.049262,4552.995581,3431.288666,4355.648569,4684.22019,4932.769845
2:48:40,114600,0.059786345,3897.960138,1000,33.65347457,,,,3897.960138,4637.415532,4544.864029,4224.004299,3991.842632,4660.087715
2:49:40,114700,0.059407982,4887.69152,1000,41.62542072,,,,4887.69152,4592.606348,4344.085266,3829.201844,4298.348095,4562.045359
2:50:41,114800,0.059161549,4977.284964,1000,42.34706513,,,,4977.284964,4827.171783,4852.357219,4055.897974,4542.0175,3970.779086
2:51:41,114900,0.058359423,4063.936006,1000,34.99035314,,,,4063.936006,4792.392812,4678.443068,4481.074801,4611.788756,4766.898582
2:52:43,115000,0.058777238,4461.469946,1000,38.19235241,,,,4461.469946,4718.546961,4521.700491,4481.28137,4629.84025,4567.644956
2:53:43,115100,0.057783013,4600.416616,1000,39.3115201,,,,4600.416616,5025.752027,4944.221444,4554.436791,4950.649954,4795.804488
