0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-0.06776682,0.013911187,0.19862844,-0.12235817,-0.34886983,-0.6721117,-0.018306494,-0.4643222,3.0669634,0.105275825,0.00270012,1.7698585,-2.491036,-0.55737185,7.7611923,-0.86278844,-0.69229805
-0.06780264,-0.00779563,-0.018459111,-0.293058,-0.39279234,-0.24995692,0.10300021,-0.076084904,2.2062144,-0.23976088,-0.4894512,-8.033255,-4.1519284,-1.1618533,7.605504,4.665027,10.80863
-0.091096975,-0.09354213,-0.41162735,-0.5120946,-0.409316,0.04859428,0.26299357,0.056022257,2.0405376,-0.518247,-2.2650888,-6.1840796,-4.422849,-0.50815606,4.5820255,2.4398022,-1.444804
-0.119412795,-0.17755565,-0.5403552,-0.7249485,-0.4262025,0.10180962,0.0199133,0.17785344,2.336454,-0.5163092,-1.437854,-0.3893115,-2.542132,-0.3145194,-1.3761879,-6.9982896,3.5922968
-0.12178062,-0.2431682,-0.5418979,-0.2697276,-0.42951134,-0.31121248,-0.13512273,0.05529961,2.663923,0.263353,-1.0625257,1.5775219,12.347021,0.6239758,-10.910318,-1.7426516,-5.608869
-0.09196045,-0.2374093,-0.28218728,0.24898183,-0.40451905,-0.7741541,-0.28937578,-0.23712176,3.6668649,0.7078015,0.64885086,7.8067727,7.928809,1.932591,-6.9360156,-3.9749331,-5.1802626
-0.030679096,-0.2674058,-0.11613022,0.54084164,-0.3588542,-0.65060866,-0.17938519,-0.41653445,3.8827806,1.4478171,-1.2962466,0.5984584,3.306662,0.6846545,7.9189234,4.685723,-1.815926
0.03796871,-0.22167364,-0.1876199,-0.13857569,-0.37527627,-0.3979239,-0.27530858,-0.07312253,3.0327344,1.0495272,1.7049614,-2.842233,-17.911688,-0.47293717,2.941718,-3.6204324,10.15124
0.0364156,-0.2030586,-0.44141334,-0.6900265,-0.39648536,-0.090630196,-0.48584068,0.4672336,3.2372608,-0.5825426,-0.09965345,-5.525155,-5.527528,-0.9235375,6.9616294,-2.9578836,9.022692
-0.004185259,-0.21128036,-0.57143456,-0.73319227,-0.42084336,0.2356794,-0.46677738,0.5708069,4.027549,-0.8508486,-0.23711368,-0.6246868,1.6752917,0.29513782,5.4432116,2.0455065,-1.5564435
