duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score
0:22:58,100100,0.8416805601119995,-316.1918151874421,1000.0,-0.290071229128276
0:27:38,100200,0.795283979177475,-310.4678013051164,1000.0,-0.24396626435897983
0:32:18,100300,0.7060067695379257,-267.50140414562156,1000.0,0.1021132993923943
0:36:56,100400,0.5886980527639389,-169.91196880687505,1000.0,0.8881626645138292
0:41:35,100500,0.4774608987569809,-30.916465516468595,1000.0,2.0077236778234244
0:46:14,100600,0.39441327095031736,100.5719267284181,1000.0,3.066817491474125
0:50:52,100700,0.33796734243631366,222.80350545506582,1000.0,4.0513508533320435
0:55:30,100800,0.3004252818226814,138.92825585102798,1000.0,3.3757645414346205
1:00:08,100900,0.2774242252111435,374.0562588722185,1000.0,5.269639804218282
1:04:46,101000,0.26089559838175774,233.0731336992597,1000.0,4.134069179689413
1:09:25,101100,0.24612829491496085,149.57098641403758,1000.0,3.4614880787537325
1:14:03,101200,0.2364654317498207,77.18601996103199,1000.0,2.8784520490111696
1:18:42,101300,0.22953162983059883,-66.56242255859162,1000.0,1.7206077435540317
1:23:21,101400,0.2208266745507717,297.7587498464665,1000.0,4.655089588594401
1:28:00,101500,0.21624571993947028,143.16848278096384,1000.0,3.4099181122046267
1:32:39,101600,0.21007206574082374,151.20695775556038,1000.0,3.4746652657094437
1:37:17,101700,0.20266746550798417,32.029845108627924,1000.0,2.514734578458781
1:41:56,101800,0.1974990825355053,227.55243625866018,1000.0,4.0896018589886864
1:46:34,101900,0.19190610811114311,191.88211110035496,1000.0,3.80228964791753
1:51:12,102000,0.1841123668849468,57.768232638117,1000.0,2.7220484450323252
1:55:51,102100,0.17934814795851708,100.86610349715701,1000.0,3.069186984252703
2:00:29,102200,0.1740359967947006,57.16056156596768,1000.0,2.717153863371845
2:05:07,102300,0.16835558861494065,-14.757283150463925,1000.0,2.1378803386913696
2:09:44,102400,0.16422966212034226,-48.09554394366047,1000.0,1.8693521046690909
2:14:22,102500,0.1626863431930542,-64.50288765736296,1000.0,1.7371965894258907
2:19:00,102600,0.1585509166121483,-64.3098032251097,1000.0,1.7387518181743784
2:23:38,102700,0.15387346521019934,-77.14695841705972,1000.0,1.6353529445814363
2:28:16,102800,0.15171531304717065,-67.10084654123978,1000.0,1.716270923402776
2:32:55,102900,0.148674608618021,-71.40502343391427,1000.0,1.6816022576592635
2:37:34,103000,0.14423470191657542,-68.35307585602166,1000.0,1.70618464659982
2:42:13,103100,0.14247835673391818,-70.07017047904625,1000.0,1.6923540394895644
2:46:52,103200,0.14216532580554486,-65.70702966897925,1000.0,1.7274976393247703
2:51:31,103300,0.1375865974277258,-78.23330095463403,1000.0,1.626602828762028
2:56:08,103400,0.13545258201658725,-71.77965002646698,1000.0,1.6785847691963833
3:00:49,103500,0.13363199308514595,-57.6272278360333,1000.0,1.7925776664716488
3:05:30,103600,0.1328938215225935,-57.51874443425824,1000.0,1.7934514629927119
3:10:12,103700,0.12851304575800895,-56.47740593174696,1000.0,1.8018390867752885
3:14:53,103800,0.12664783477783204,-60.9027616815019,1000.0,1.7661943669810114
3:19:36,103900,0.1251568888127804,-63.55461842697745,1000.0,1.744834572204676
3:24:19,104000,0.12315080620348454,-77.59136732398173,1000.0,1.6317733835569486
3:29:01,104100,0.12111024081707,-57.54409707196042,1000.0,1.7932472562084343
3:33:44,104200,0.1180528561770916,-62.00339715327319,1000.0,1.7573291264884014
3:38:26,104300,0.11914339281618595,-69.46342525297298,1000.0,1.6972411637780682
3:43:08,104400,0.11553671695291996,-71.19838528926161,1000.0,1.6832666569034058
3:47:53,104500,0.11394537925720215,-75.05876223782552,1000.0,1.6521726471982043
3:52:36,104600,0.11323634915053844,-65.10690341296286,1000.0,1.7323314500840694
3:57:20,104700,0.11263989455997944,-81.10342555551287,1000.0,1.6034849614179951
4:02:03,104800,0.1105449828505516,-85.34575150405794,1000.0,1.5693144837744173
4:06:46,104900,0.10890794679522514,-75.61813119892932,1000.0,1.6476671224432142
4:11:26,105000,0.10782916016876698,-79.73575124148192,1000.0,1.6145011080173195
4:16:07,105100,0.10557944171130657,-76.79496722126119,1000.0,1.638188112702098
4:20:49,105200,0.10428707905113697,-89.47533564191374,1000.0,1.5360521026723073
4:25:31,105300,0.10405168153345584,-99.22914354672562,1000.0,1.4574885318874096
4:30:12,105400,0.10208480782806874,-79.20032793273674,1000.0,1.618813758771466
4:34:53,105500,0.10131751112639904,-71.78122917942974,1000.0,1.6785720496619427
4:39:36,105600,0.09958554327487945,-91.37595326309393,1000.0,1.520743280879441
4:44:17,105700,0.09999854311347008,-89.15002653901348,1000.0,1.5386723557039532
4:48:59,105800,0.09768724896013736,-74.37027031108752,1000.0,1.6577182130683736
4:53:39,105900,0.09763573549687862,-87.35979755148219,1000.0,1.553092034987744
4:58:20,106000,0.09638599395751953,-76.6497735372825,1000.0,1.6393575979308517
5:03:01,106100,0.09396143049001694,-53.02278934334239,1000.0,1.8296648362186325
5:07:42,106200,0.0944927404820919,-70.11284514771462,1000.0,1.692010309698557
5:12:23,106300,0.09174495287239552,-39.283092927794804,1000.0,1.9403333692100764
5:17:04,106400,0.09156787067651749,-59.82784754595038,1000.0,1.7748524309494873
5:21:46,106500,0.0917240871489048,-32.406498058658165,1000.0,1.9957219777445907
5:26:27,106600,0.09012017212808132,-71.40531799656989,1000.0,1.6815998850582985
5:31:09,106700,0.09020894907414913,271.8428170374557,1000.0,4.4463456558076055
5:35:51,106800,0.0886906173080206,204.11689070714698,1000.0,3.9008365931779165
